user_process_group,conversations,pc1_mean,pc2_mean,pc1_sd,pc2_sd,mean_turns,mean_creative_share,mean_switches,pc1_explained_variance,pc2_explained_variance
brief_creativity_in_broader_task,19992,-0.681278809311311,0.7714588552697434,0.6902866642511711,0.6714727106361016,4.043217286914766,0.4243781254832868,0.0858343337334934,0.2836668383580388,0.23525741171701006
creative_session_dominant,11309,0.08971876914264937,-1.758794911733067,0.948905243064242,0.7296260939026916,3.555752055884694,0.9375414250626081,0.3849146697320718,0.2836668383580388,0.23525741171701006
extended_iterative_process,4717,2.672354546431526,0.9470439309384238,2.487881227049613,1.4646339379375577,13.96184015263939,0.4532472442740541,1.5098579605681577,0.2836668383580388,0.23525741171701006
